period,hs_code,hs_desc,country,value_usd_mn
2019-20,5509,,MACAO,0.0
2019-20,5509,,MADAGASCAR,0.2
2019-20,5509,,MALAWI,0.91
2019-20,5509,,MALAYSIA,0.06
2019-20,5509,,MALDIVES,0.0
2019-20,5509,,MAURITANIA,0.05
2019-20,5509,,MAURITIUS,1.95
2019-20,5509,,MEXICO,9.01
2019-20,5509,,MONGOLIA,0.12
2019-20,5509,,MONTENEGRO,0.28
2019-20,5509,,MOROCCO,17.51
2019-20,5509,,MOZAMBIQUE,0.21
2019-20,5509,,MYANMAR,3.77
2019-20,5509,,NEPAL,7.36
2019-20,5509,,NETHERLAND,0.59
2019-20,5509,,NEW ZEALAND,0.0
2019-20,5509,,NIGERIA,0.58
2019-20,5509,,OMAN,0.23
2019-20,5509,,PAKISTAN IR,9.62
2019-20,5509,,PAPUA N GNA,0.0
2019-20,5509,,PARAGUAY,0.25
2019-20,5509,,PERU,12.6
2019-20,5509,,PHILIPPINES,3.5
2019-20,5509,,POLAND,3.37
2019-20,5509,,PORTUGAL,11.02
2019-20,5509,,QATAR,0.0
2019-20,5509,,REUNION,0.0
2019-20,5509,,ROMANIA,1.05
2019-20,5509,,RUSSIA,5.34
2019-20,5509,,RWANDA,0.16
2019-20,5509,,SAUDI ARAB,1.24
2019-20,5509,,SERBIA,0.0
2019-20,5509,,SINGAPORE,0.03
2019-20,5509,,SLOVAK REP,0.02
2019-20,5509,,SLOVENIA,0.01
2019-20,5509,,SOMALIA,0.0
2019-20,5509,,SOUTH AFRICA,13.52
2019-20,5509,,SPAIN,3.67
2019-20,5509,,SRI LANKA DSR,3.7
2019-20,5509,,SUDAN,0.44
2019-20,5509,,SYRIA,1.93
2019-20,5509,,TAIWAN,1.05
2019-20,5509,,TANZANIA REP,0.4
2019-20,5509,,THAILAND,0.71
2019-20,5509,,TOGO,0.06
2019-20,5509,,TUNISIA,5.45
2019-20,5509,,TURKEY,102.12
2019-20,5509,,U ARAB EMTS,1.46
2019-20,5509,,U K,3.89
2019-20,5509,,U S A,15.69
2019-20,5509,,UGANDA,2.86
2019-20,5509,,UKRAINE,0.48
2019-20,5509,,URUGUAY,0.04
2019-20,5509,,VENEZUELA,1.66
2019-20,5509,,VIETNAM SOC REP,1.19
2019-20,5509,,YEMEN REPUBLC,1.44
2019-20,5509,,ZAMBIA,0.06
2019-20,5509,,ZIMBABWE,0.35
2020-21,5509,,AFGHANISTAN,0.0
2020-21,5509,,ALGERIA,1.83
2020-21,5509,,ANGOLA,0.0
2020-21,5509,,ARGENTINA,21.35
2020-21,5509,,AUSTRALIA,1.01
2020-21,5509,,BANGLADESH PR,9.27
2020-21,5509,,BARBADOS,0.0
2020-21,5509,,BELARUS,0.04
2020-21,5509,,BELGIUM,5.97
2020-21,5509,,BENIN,0.0
2020-21,5509,,BHUTAN,1.13
2020-21,5509,,BOLIVIA,0.12
2020-21,5509,,BOSNIA-HRZGOVIN,0.0
2020-21,5509,,BRAZIL,38.98
2020-21,5509,,BULGARIA,0.4
2020-21,5509,,BURKINA FASO,0.29
2020-21,5509,,CAMEROON,0.09
2020-21,5509,,CANADA,3.29
2020-21,5509,,CHILE,6.58
2020-21,5509,,CHINA P RP,3.88
2020-21,5509,,COLOMBIA,19.49
2020-21,5509,,CONGO D. REP.,0.03
2020-21,5509,,COSTA RICA,0.02
2020-21,5509,,COTE D' IVOIRE,0.25
2020-21,5509,,CZECH REPUBLIC,0.03
2020-21,5509,,DENMARK,0.18
2020-21,5509,,DJIBOUTI,0.63
2020-21,5509,,DOMINIC REP,1.49
2020-21,5509,,ECUADOR,2.09
2020-21,5509,,EGYPT A RP,28.32
2020-21,5509,,EL SALVADOR,0.15
2020-21,5509,,ERITREA,0.0
2020-21,5509,,ESTONIA,0.1
2020-21,5509,,ETHIOPIA,3.73
2020-21,5509,,FIJI IS,0.09
2020-21,5509,,FRANCE,0.88
2020-21,5509,,GERMANY,6.48
2020-21,5509,,GHANA,0.08
2020-21,5509,,GREECE,0.13
2020-21,5509,,GUATEMALA,2.71
2020-21,5509,,HONDURAS,0.0
2020-21,5509,,HONG KONG,0.0
2020-21,5509,,HUNGARY,0.67
2020-21,5509,,ICELAND,0.13
2020-21,5509,,INDONESIA,0.7
2020-21,5509,,IRAN,3.89
2020-21,5509,,IRAQ,0.04
2020-21,5509,,IRELAND,0.12
2020-21,5509,,ISRAEL,0.47
2020-21,5509,,ITALY,6.72
2020-21,5509,,JAMAICA,0.0
2020-21,5509,,JAPAN,3.13
2020-21,5509,,JORDAN,0.59
2020-21,5509,,KENYA,10.77
2020-21,5509,,KOREA RP,7.14
2020-21,5509,,KUWAIT,0.07
2020-21,5509,,LATVIA,0.85
2020-21,5509,,LEBANON,0.33
2020-21,5509,,LIBYA,0.15
2020-21,5509,,LITHUANIA,0.08
2020-21,5509,,MADAGASCAR,0.08
2020-21,5509,,MALAWI,0.98
2020-21,5509,,MALAYSIA,0.05
2020-21,5509,,MALDIVES,0.0
2020-21,5509,,MAURITIUS,1.64
2020-21,5509,,MEXICO,2.65
2020-21,5509,,MOLDOVA,0.1
2020-21,5509,,MONGOLIA,0.12
2020-21,5509,,MONTENEGRO,0.05
2020-21,5509,,MOROCCO,13.75
2020-21,5509,,MOZAMBIQUE,0.11
2020-21,5509,,MYANMAR,1.22
2020-21,5509,,NEPAL,4.42
2020-21,5509,,NETHERLAND,0.45
2020-21,5509,,NEW ZEALAND,0.01
2020-21,5509,,NIGERIA,0.29
2020-21,5509,,NORWAY,0.02
2020-21,5509,,OMAN,0.32
2020-21,5509,,PAPUA N GNA,0.0
2020-21,5509,,PARAGUAY,0.24
2020-21,5509,,PERU,24.29
2020-21,5509,,PHILIPPINES,0.51
2020-21,5509,,POLAND,2.73
2020-21,5509,,PORTUGAL,10.9
2020-21,5509,,QATAR,0.02
2020-21,5509,,REUNION,0.0
2020-21,5509,,ROMANIA,1.46
2020-21,5509,,RUSSIA,3.74
2020-21,5509,,RWANDA,0.02
2020-21,5509,,SAUDI ARAB,1.33
2020-21,5509,,SENEGAL,0.0
2020-21,5509,,SEYCHELLES,0.0
2020-21,5509,,SINGAPORE,0.08
2020-21,5509,,SLOVAK REP,0.01
2020-21,5509,,SLOVENIA,0.02
2020-21,5509,,SOUTH AFRICA,10.12
2020-21,5509,,SPAIN,3.05
2020-21,5509,,SRI LANKA DSR,3.51
2020-21,5509,,SUDAN,1.02
2020-21,5509,,SURINAME,0.0
2020-21,5509,,SWEDEN,0.0
2020-21,5509,,SYRIA,1.46
2020-21,5509,,TAIWAN,1.47
2020-21,5509,,TANZANIA REP,0.49
2020-21,5509,,THAILAND,1.39
2020-21,5509,,TOGO,0.06
2020-21,5509,,TUNISIA,4.6
2020-21,5509,,TURKEY,50.36
2020-21,5509,,U ARAB EMTS,1.25
2020-21,5509,,U K,3.6
2020-21,5509,,U S A,20.61
2020-21,5509,,UGANDA,2.37
2020-21,5509,,UKRAINE,0.62
2020-21,5509,,URUGUAY,0.05
2020-21,5509,,VENEZUELA,0.44
2020-21,5509,,VIETNAM SOC REP,4.53
2020-21,5509,,YEMEN REPUBLC,0.77
2020-21,5509,,ZAMBIA,0.03
2020-21,5509,,ZIMBABWE,0.17
2021-22,5509,,AFGHANISTAN,0.0
2021-22,5509,,ALGERIA,1.99
2021-22,5509,,ANGOLA,0.0
2021-22,5509,,ARGENTINA,25.71
2021-22,5509,,AUSTRALIA,1.35
2021-22,5509,,BAHARAIN IS,0.0
2021-22,5509,,BANGLADESH PR,28.88
2021-22,5509,,BELGIUM,9.38
2021-22,5509,,BENIN,0.0
2021-22,5509,,BHUTAN,0.98
2021-22,5509,,BOLIVIA,0.17
2021-22,5509,,BOSNIA-HRZGOVIN,0.0
2021-22,5509,,BRAZIL,56.92
2021-22,5509,,BRUNEI,0.0
2021-22,5509,,BULGARIA,6.3
2021-22,5509,,BURKINA FASO,0.04
2021-22,5509,,BURUNDI,0.0
2021-22,5509,,CAMEROON,0.06
2021-22,5509,,CANADA,3.12
2021-22,5509,,CHILE,7.51
2021-22,5509,,CHINA P RP,5.79
2021-22,5509,,COLOMBIA,17.45
2021-22,5509,,COMOROS,0.0
2021-22,5509,,CONGO D. REP.,0.09
2021-22,5509,,CONGO P REP,0.0
2021-22,5509,,COSTA RICA,0.04
2021-22,5509,,COTE D' IVOIRE,0.07
2021-22,5509,,CROATIA,0.01
2021-22,5509,,CZECH REPUBLIC,0.09
2021-22,5509,,DENMARK,0.89
2021-22,5509,,DJIBOUTI,0.21
2021-22,5509,,DOMINIC REP,2.34
2021-22,5509,,ECUADOR,2.87
2021-22,5509,,EGYPT A RP,44.5
2021-22,5509,,EL SALVADOR,0.53
2021-22,5509,,ESTONIA,0.17
2021-22,5509,,ETHIOPIA,6.96
2021-22,5509,,FIJI IS,0.05
2021-22,5509,,FINLAND,0.0
2021-22,5509,,FRANCE,1.07
2021-22,5509,,GERMANY,9.3
2021-22,5509,,GHANA,0.03
2021-22,5509,,GREECE,0.32
2021-22,5509,,GUATEMALA,11.52
2021-22,5509,,GUYANA,0.0
2021-22,5509,,HONDURAS,4.69
2021-22,5509,,HONG KONG,0.07
2021-22,5509,,HUNGARY,0.32
2021-22,5509,,INDONESIA,1.04
2021-22,5509,,IRAN,3.78
2021-22,5509,,IRAQ,0.04
2021-22,5509,,ISRAEL,1.61
2021-22,5509,,ITALY,12.19
2021-22,5509,,JAPAN,4.57
2021-22,5509,,JORDAN,3.03
2021-22,5509,,KENYA,16.79
2021-22,5509,,KOREA RP,3.06
2021-22,5509,,KUWAIT,0.06
2021-22,5509,,LATVIA,0.13
2021-22,5509,,LEBANON,0.6
2021-22,5509,,LIBERIA,0.0
2021-22,5509,,MADAGASCAR,0.25
2021-22,5509,,MALAWI,0.62
2021-22,5509,,MALAYSIA,0.02
2021-22,5509,,MALDIVES,0.0
2021-22,5509,,MALI,0.0
2021-22,5509,,MALTA,0.02
2021-22,5509,,MAURITIUS,2.56
2021-22,5509,,MEXICO,7.43
2021-22,5509,,MOLDOVA,0.05
2021-22,5509,,MONGOLIA,0.07
2021-22,5509,,MOROCCO,35.79
2021-22,5509,,MOZAMBIQUE,0.43
2021-22,5509,,MYANMAR,0.06
2021-22,5509,,NEPAL,7.72
2021-22,5509,,NETHERLAND,0.45
2021-22,5509,,NEW ZEALAND,0.01
2021-22,5509,,NIGERIA,1.07
2021-22,5509,,OMAN,0.26
2021-22,5509,,PAPUA N GNA,0.0
2021-22,5509,,PARAGUAY,0.18
2021-22,5509,,PERU,10.57
2021-22,5509,,PHILIPPINES,1.2
2021-22,5509,,POLAND,4.6
2021-22,5509,,PORTUGAL,25.12
2021-22,5509,,QATAR,0.0
2021-22,5509,,ROMANIA,1.81
2021-22,5509,,RUSSIA,3.43
2021-22,5509,,RWANDA,0.11
2021-22,5509,,SAUDI ARAB,2.25
2021-22,5509,,SEYCHELLES,0.0
2021-22,5509,,SIERRA LEONE,0.0
2021-22,5509,,SINGAPORE,0.06
2021-22,5509,,SLOVAK REP,0.0
2021-22,5509,,SOUTH AFRICA,16.27
2021-22,5509,,SPAIN,7.65
2021-22,5509,,SRI LANKA DSR,6.47
2021-22,5509,,SUDAN,2.04
2021-22,5509,,SURINAME,0.0
2021-22,5509,,SWEDEN,0.0
2021-22,5509,,SYRIA,4.43
2021-22,5509,,TAIWAN,0.81
2021-22,5509,,TANZANIA REP,1.48
2021-22,5509,,THAILAND,1.45
2021-22,5509,,TOGO,0.14
2021-22,5509,,TRINIDAD,0.0
2021-22,5509,,TUNISIA,5.95
2021-22,5509,,TURKEY,134.81
2021-22,5509,,U ARAB EMTS,4.94
2021-22,5509,,U K,4.25
2021-22,5509,,U S A,33.48
2021-22,5509,,UGANDA,1.18
2021-22,5509,,UKRAINE,0.98
2021-22,5509,,URUGUAY,0.06
2021-22,5509,,VENEZUELA,1.8
2021-22,5509,,VIETNAM SOC REP,8.2
2021-22,5509,,YEMEN REPUBLC,1.1
2021-22,5509,,ZAMBIA,0.01
2021-22,5509,,ZIMBABWE,0.43
2022-23,5509,,ALGERIA,1.51
2022-23,5509,,ANGOLA,0.0
2022-23,5509,,ARGENTINA,14.21
2022-23,5509,,AUSTRALIA,1.05
2022-23,5509,,AUSTRIA,0.0
2022-23,5509,,AZERBAIJAN,0.0
2022-23,5509,,BANGLADESH PR,14.0
2022-23,5509,,BARBADOS,0.02
2022-23,5509,,BELGIUM,5.73
2022-23,5509,,BHUTAN,0.86
2022-23,5509,,BRAZIL,56.11
2022-23,5509,,BULGARIA,3.61
2022-23,5509,,BURKINA FASO,0.01
2022-23,5509,,CAMEROON,0.08
2022-23,5509,,CANADA,2.54
2022-23,5509,,CHILE,2.59
2022-23,5509,,CHINA P RP,3.67
2022-23,5509,,COLOMBIA,15.41
2022-23,5509,,CONGO D. REP.,0.11
2022-23,5509,,COTE D' IVOIRE,0.39
2022-23,5509,,CZECH REPUBLIC,0.0
2022-23,5509,,DENMARK,0.77
2022-23,5509,,DJIBOUTI,0.55
2022-23,5509,,DOMINIC REP,1.54
2022-23,5509,,ECUADOR,3.85
2022-23,5509,,EGYPT A RP,19.52
2022-23,5509,,EL SALVADOR,0.31
2022-23,5509,,ETHIOPIA,5.12
2022-23,5509,,FIJI IS,0.1
2022-23,5509,,FRANCE,1.47
2022-23,5509,,GEORGIA,0.02
2022-23,5509,,GERMANY,7.76
2022-23,5509,,GHANA,0.28
2022-23,5509,,GREECE,1.33
2022-23,5509,,GUATEMALA,2.18
2022-23,5509,,GUINEA,0.0
2022-23,5509,,HONDURAS,4.41
2022-23,5509,,HONG KONG,0.0
2022-23,5509,,HUNGARY,0.28
2022-23,5509,,INDONESIA,1.39
2022-23,5509,,IRAN,3.07
2022-23,5509,,IRAQ,0.0
2022-23,5509,,IRELAND,0.14
2022-23,5509,,ISRAEL,0.63
2022-23,5509,,ITALY,13.55
2022-23,5509,,JAPAN,7.23
2022-23,5509,,JORDAN,5.86
2022-23,5509,,KENYA,19.0
2022-23,5509,,KOREA RP,3.41
2022-23,5509,,KUWAIT,0.07
2022-23,5509,,LATVIA,0.21
2022-23,5509,,LEBANON,0.18
2022-23,5509,,LIBERIA,0.0
2022-23,5509,,MACEDONIA,0.3
2022-23,5509,,MADAGASCAR,0.2
2022-23,5509,,MALAWI,0.43
2022-23,5509,,MALAYSIA,0.06
2022-23,5509,,MALDIVES,0.01
2022-23,5509,,MAURITIUS,1.29
2022-23,5509,,MEXICO,12.27
2022-23,5509,,MONGOLIA,0.31
2022-23,5509,,MOROCCO,24.27
2022-23,5509,,MOZAMBIQUE,0.6
2022-23,5509,,MYANMAR,0.76
2022-23,5509,,NEPAL,7.93
2022-23,5509,,NETHERLAND,0.44
2022-23,5509,,NEW ZEALAND,0.0
2022-23,5509,,NIGERIA,1.41
2022-23,5509,,OMAN,0.56
2022-23,5509,,PANAMA REPUBLIC,0.1
2022-23,5509,,PAPUA N GNA,0.01
2022-23,5509,,PARAGUAY,0.07
2022-23,5509,,PERU,8.19
2022-23,5509,,PHILIPPINES,3.53
2022-23,5509,,POLAND,5.6
2022-23,5509,,PORTUGAL,12.89
2022-23,5509,,QATAR,0.01
2022-23,5509,,ROMANIA,1.78
2022-23,5509,,RUSSIA,3.3
2022-23,5509,,RWANDA,0.08
2022-23,5509,,SAUDI ARAB,1.99
2022-23,5509,,SIERRA LEONE,0.0
2022-23,5509,,SINGAPORE,0.07
2022-23,5509,,SOUTH AFRICA,18.98
2022-23,5509,,SPAIN,5.94
2022-23,5509,,SRI LANKA DSR,4.85
2022-23,5509,,SUDAN,2.04
2022-23,5509,,SURINAME,0.0
2022-23,5509,,SWITZERLAND,0.0
2022-23,5509,,SYRIA,0.03
2022-23,5509,,TAIWAN,0.42
2022-23,5509,,TANZANIA REP,2.1
2022-23,5509,,THAILAND,1.08
2022-23,5509,,TOGO,0.05
2022-23,5509,,TRINIDAD,0.0
2022-23,5509,,TUNISIA,5.4
2022-23,5509,,TURKEY,137.7
2022-23,5509,,U ARAB EMTS,5.97
2022-23,5509,,U K,3.05
2022-23,5509,,U S A,29.37
2022-23,5509,,UGANDA,1.13
2022-23,5509,,UKRAINE,0.18
2022-23,5509,,UZBEKISTAN,0.28
2022-23,5509,,VENEZUELA,1.51
2022-23,5509,,VIETNAM SOC REP,3.6
2022-23,5509,,YEMEN REPUBLC,0.94
2022-23,5509,,ZAMBIA,0.04
2022-23,5509,,ZIMBABWE,0.78
2023-24,5509,,ALGERIA,2.17
2023-24,5509,,ANGOLA,0.0
2023-24,5509,,ARGENTINA,8.05
2023-24,5509,,AUSTRALIA,1.21
2023-24,5509,,AUSTRIA,0.03
2023-24,5509,,AZERBAIJAN,0.0
2023-24,5509,,BAHARAIN IS,0.0
2023-24,5509,,BANGLADESH PR,13.2
2023-24,5509,,BELGIUM,3.38
2023-24,5509,,BENIN,0.03
2023-24,5509,,BHUTAN,0.6
2023-24,5509,,BOTSWANA,0.0
2023-24,5509,,BRAZIL,41.6
2023-24,5509,,BULGARIA,0.11
2023-24,5509,,BURKINA FASO,0.11
2023-24,5509,,CAMBODIA,0.0
2023-24,5509,,CAMEROON,0.07
2023-24,5509,,CANADA,2.65
2023-24,5509,,CHILE,3.05
2023-24,5509,,CHINA P RP,5.61
2023-24,5509,,COLOMBIA,23.01
2023-24,5509,,CONGO D. REP.,0.06
2023-24,5509,,CONGO P REP,0.06
2023-24,5509,,COSTA RICA,0.08
2023-24,5509,,COTE D' IVOIRE,0.24
2023-24,5509,,CROATIA,0.02
2023-24,5509,,CZECH REPUBLIC,0.01
2023-24,5509,,DENMARK,0.5
2023-24,5509,,DJIBOUTI,1.3
2023-24,5509,,DOMINIC REP,1.66
2023-24,5509,,ECUADOR,3.7
2023-24,5509,,EGYPT A RP,19.09
2023-24,5509,,EL SALVADOR,1.38
2023-24,5509,,ETHIOPIA,2.92
2023-24,5509,,FIJI IS,0.07
2023-24,5509,,FRANCE,0.87
2023-24,5509,,GEORGIA,0.03
2023-24,5509,,GERMANY,6.12
2023-24,5509,,GHANA,0.13
2023-24,5509,,GREECE,0.83
2023-24,5509,,GUATEMALA,1.83
2023-24,5509,,HONDURAS,0.08
2023-24,5509,,HONG KONG,0.06
2023-24,5509,,HUNGARY,0.34
2023-24,5509,,INDONESIA,1.27
2023-24,5509,,IRAN,0.89
2023-24,5509,,IRAQ,0.04
2023-24,5509,,ISRAEL,0.41
2023-24,5509,,ITALY,10.53
2023-24,5509,,JAPAN,5.39
2023-24,5509,,JORDAN,4.96
2023-24,5509,,KENYA,16.3
2023-24,5509,,KOREA RP,4.5
2023-24,5509,,KUWAIT,0.04
2023-24,5509,,LATVIA,0.33
2023-24,5509,,LEBANON,0.27
2023-24,5509,,LITHUANIA,0.0
2023-24,5509,,MADAGASCAR,0.21
2023-24,5509,,MALAWI,0.94
2023-24,5509,,MALAYSIA,0.07
2023-24,5509,,MALDIVES,0.0
2023-24,5509,,MAURITIUS,1.66
2023-24,5509,,MEXICO,19.43
2023-24,5509,,MOROCCO,17.79
2023-24,5509,,MOZAMBIQUE,0.2
2023-24,5509,,MYANMAR,0.92
2023-24,5509,,NEPAL,8.3
2023-24,5509,,NETHERLAND,0.19
2023-24,5509,,NETHERLANDANTIL,0.0
2023-24,5509,,NEW ZEALAND,0.08
2023-24,5509,,NIGERIA,1.31
2023-24,5509,,OMAN,0.17
2023-24,5509,,PAPUA N GNA,0.0
2023-24,5509,,PARAGUAY,0.12
2023-24,5509,,PERU,8.7
2023-24,5509,,PHILIPPINES,4.33
2023-24,5509,,POLAND,2.39
2023-24,5509,,PORTUGAL,12.26
2023-24,5509,,QATAR,0.02
2023-24,5509,,ROMANIA,1.75
2023-24,5509,,RUSSIA,3.21
2023-24,5509,,RWANDA,0.16
2023-24,5509,,SAUDI ARAB,0.87
2023-24,5509,,SENEGAL,0.01
2023-24,5509,,SEYCHELLES,0.0
2023-24,5509,,SIERRA LEONE,0.0
2023-24,5509,,SINGAPORE,0.05
2023-24,5509,,SOMALIA,0.01
2023-24,5509,,SOUTH AFRICA,17.97
2023-24,5509,,SPAIN,5.58
2023-24,5509,,SRI LANKA DSR,3.71
2023-24,5509,,SUDAN,0.08
2023-24,5509,,SWITZERLAND,0.08
2023-24,5509,,SYRIA,0.05
2023-24,5509,,TAIWAN,0.53
2023-24,5509,,TANZANIA REP,0.75
2023-24,5509,,THAILAND,0.95
2023-24,5509,,TOGO,0.1
2023-24,5509,,TRINIDAD,0.01
2023-24,5509,,TUNISIA,6.38
2023-24,5509,,TURKEY,99.22
2023-24,5509,,U ARAB EMTS,5.86
2023-24,5509,,U K,2.65
2023-24,5509,,U S A,21.02
2023-24,5509,,UGANDA,0.63
2023-24,5509,,URUGUAY,0.03
2023-24,5509,,UZBEKISTAN,0.31
2023-24,5509,,VENEZUELA,2.02
2023-24,5509,,VIETNAM SOC REP,0.93
2023-24,5509,,YEMEN REPUBLC,1.38
2023-24,5509,,ZAMBIA,0.1
2023-24,5509,,ZIMBABWE,0.42
2024-25,5509,,ALGERIA,3.7
2024-25,5509,,ANGOLA,0.01
2024-25,5509,,ARGENTINA,8.53
2024-25,5509,,AUSTRALIA,0.68
2024-25,5509,,BANGLADESH PR,12.88
2024-25,5509,,BELGIUM,3.84
2024-25,5509,,BENIN,0.01
2024-25,5509,,BHUTAN,0.52
2024-25,5509,,BOTSWANA,0.01
2024-25,5509,,BRAZIL,43.14
2024-25,5509,,BULGARIA,0.83
2024-25,5509,,BURKINA FASO,0.02
2024-25,5509,,CAMEROON,0.04
2024-25,5509,,CANADA,1.84
2024-25,5509,,CHILE,3.81
2024-25,5509,,CHINA P RP,5.61
2024-25,5509,,COCOS IS,0.01
2024-25,5509,,COLOMBIA,17.9
2024-25,5509,,CONGO D. REP.,0.04
2024-25,5509,,CZECH REPUBLIC,0.01
2024-25,5509,,DENMARK,0.32
2024-25,5509,,DJIBOUTI,1.33
2024-25,5509,,DOMINIC REP,2.98
2024-25,5509,,ECUADOR,3.05
2024-25,5509,,EGYPT A RP,38.23
2024-25,5509,,EL SALVADOR,2.97
2024-25,5509,,ETHIOPIA,2.13
2024-25,5509,,FIJI IS,0.05
2024-25,5509,,FRANCE,1.35
2024-25,5509,,GAMBIA,0.0
2024-25,5509,,GERMANY,6.45
2024-25,5509,,GHANA,0.1
2024-25,5509,,GREECE,0.9
2024-25,5509,,GUATEMALA,2.5
2024-25,5509,,GUINEA,0.0
2024-25,5509,,HONDURAS,0.17
2024-25,5509,,HUNGARY,0.15
2024-25,5509,,INDONESIA,1.08
2024-25,5509,,IRAN,2.1
2024-25,5509,,IRAQ,0.0
2024-25,5509,,ISRAEL,0.48
2024-25,5509,,ITALY,8.32
2024-25,5509,,JAPAN,4.66
2024-25,5509,,JORDAN,5.96
2024-25,5509,,KENYA,15.82
2024-25,5509,,KOREA RP,2.99
2024-25,5509,,KUWAIT,0.04
2024-25,5509,,LATVIA,0.31
2024-25,5509,,LEBANON,0.67
2024-25,5509,,LIBERIA,0.0
2024-25,5509,,MADAGASCAR,0.04
2024-25,5509,,MALAWI,0.19
2024-25,5509,,MALAYSIA,0.03
2024-25,5509,,MALDIVES,0.01
2024-25,5509,,MAURITANIA,0.0
2024-25,5509,,MAURITIUS,1.19
2024-25,5509,,MEXICO,15.36
2024-25,5509,,MOROCCO,17.42
2024-25,5509,,MOZAMBIQUE,0.19
2024-25,5509,,MYANMAR,0.0
2024-25,5509,,NEPAL,7.68
2024-25,5509,,NETHERLAND,0.31
2024-25,5509,,NEW ZEALAND,0.01
2024-25,5509,,NIGERIA,0.62
2024-25,5509,,OMAN,0.4
2024-25,5509,,PANAMA REPUBLIC,0.0
2024-25,5509,,PAPUA N GNA,0.0
2024-25,5509,,PERU,12.59
2024-25,5509,,PHILIPPINES,5.6
2024-25,5509,,POLAND,1.69
2024-25,5509,,PORTUGAL,12.04
2024-25,5509,,ROMANIA,2.98
2024-25,5509,,RUSSIA,1.41
2024-25,5509,,RWANDA,0.09
2024-25,5509,,SAUDI ARAB,2.15
2024-25,5509,,SENEGAL,0.01
2024-25,5509,,SEYCHELLES,0.0
2024-25,5509,,SINGAPORE,0.17
2024-25,5509,,SLOVENIA,0.09
2024-25,5509,,SOUTH AFRICA,15.5
2024-25,5509,,SPAIN,4.76
2024-25,5509,,SRI LANKA DSR,4.51
2024-25,5509,,SUDAN,0.12
2024-25,5509,,SWEDEN,0.02
2024-25,5509,,SWITZERLAND,0.0
2024-25,5509,,SYRIA,0.04
2024-25,5509,,TAIWAN,1.21
2024-25,5509,,TANZANIA REP,0.84
2024-25,5509,,THAILAND,0.58
2024-25,5509,,TOGO,0.1
2024-25,5509,,TUNISIA,6.25
2024-25,5509,,TURKEY,79.41
2024-25,5509,,U ARAB EMTS,2.49
2024-25,5509,,U K,1.59
2024-25,5509,,U S A,20.76
2024-25,5509,,UGANDA,0.57
2024-25,5509,,URUGUAY,0.0
2024-25,5509,,UZBEKISTAN,0.66
2024-25,5509,,VENEZUELA,2.2
2024-25,5509,,VIETNAM SOC REP,0.86
2024-25,5509,,YEMEN REPUBLC,1.14
2024-25,5509,,ZIMBABWE,0.44
2025-26,5509,,ALGERIA,6.38
2025-26,5509,,ANGOLA,0.01
2025-26,5509,,ARGENTINA,7.5
2025-26,5509,,AUSTRALIA,0.41
2025-26,5509,,AUSTRIA,0.01
2025-26,5509,,BANGLADESH PR,8.87
2025-26,5509,,BELGIUM,3.54
2025-26,5509,,BENIN,0.13
2025-26,5509,,BHUTAN,0.4
2025-26,5509,,BOTSWANA,0.08
2025-26,5509,,BRAZIL,59.46
2025-26,5509,,BULGARIA,0.02
2025-26,5509,,CAMEROON,0.12
2025-26,5509,,CANADA,1.79
2025-26,5509,,CHILE,4.73
2025-26,5509,,CHINA P RP,4.31
2025-26,5509,,COLOMBIA,13.18
2025-26,5509,,COMOROS,0.0
2025-26,5509,,CONGO D. REP.,0.0
2025-26,5509,,CONGO P REP,0.0
2025-26,5509,,COSTA RICA,0.03
2025-26,5509,,COTE D' IVOIRE,0.07
2025-26,5509,,CROATIA,0.13
2025-26,5509,,CZECH REPUBLIC,0.0
2025-26,5509,,DENMARK,0.11
2025-26,5509,,DJIBOUTI,0.49
2025-26,5509,,DOMINIC REP,2.08
2025-26,5509,,ECUADOR,3.14
2025-26,5509,,EGYPT A RP,39.04
2025-26,5509,,EL SALVADOR,0.75
2025-26,5509,,ETHIOPIA,1.87
2025-26,5509,,FIJI IS,0.15
2025-26,5509,,FINLAND,0.0
2025-26,5509,,FRANCE,0.44
2025-26,5509,,GAMBIA,0.0
2025-26,5509,,GEORGIA,0.12
2025-26,5509,,GERMANY,6.35
2025-26,5509,,GHANA,0.15
2025-26,5509,,GREECE,0.58
2025-26,5509,,GUATEMALA,2.37
2025-26,5509,,HONDURAS,0.15
2025-26,5509,,HONG KONG,0.05
2025-26,5509,,HUNGARY,0.0
2025-26,5509,,INDONESIA,0.87
2025-26,5509,,IRAN,0.87
2025-26,5509,,IRAQ,0.0
2025-26,5509,,ISRAEL,0.48
2025-26,5509,,ITALY,8.23
2025-26,5509,,JAPAN,6.17
2025-26,5509,,JORDAN,4.34
2025-26,5509,,KENYA,19.75
2025-26,5509,,KOREA RP,3.0
2025-26,5509,,LATVIA,0.67
2025-26,5509,,LEBANON,0.26
2025-26,5509,,LIBERIA,0.0
2025-26,5509,,LIBYA,0.0
2025-26,5509,,LITHUANIA,0.0
2025-26,5509,,MACAO,0.01
2025-26,5509,,MADAGASCAR,0.04
2025-26,5509,,MALAWI,0.11
2025-26,5509,,MALAYSIA,0.08
2025-26,5509,,MALDIVES,0.01
2025-26,5509,,MALTA,0.11
2025-26,5509,,MAURITIUS,0.47
2025-26,5509,,MEXICO,11.47
2025-26,5509,,MOROCCO,16.74
