period,hs_code,hs_desc,country,value_usd_mn
2022-23,5402,,SERBIA,0.27
2022-23,5402,,SINGAPORE,0.16
2022-23,5402,,SLOVENIA,0.53
2022-23,5402,,SOUTH AFRICA,4.29
2022-23,5402,,SPAIN,20.29
2022-23,5402,,SRI LANKA DSR,15.01
2022-23,5402,,SUDAN,3.74
2022-23,5402,,SWITZERLAND,0.0
2022-23,5402,,SYRIA,0.36
2022-23,5402,,TAIWAN,0.0
2022-23,5402,,TAJIKISTAN,0.05
2022-23,5402,,TANZANIA REP,0.72
2022-23,5402,,THAILAND,3.63
2022-23,5402,,TOGO,0.29
2022-23,5402,,TUNISIA,6.15
2022-23,5402,,TURKEY,298.99
2022-23,5402,,U ARAB EMTS,31.71
2022-23,5402,,U K,4.69
2022-23,5402,,U S A,57.61
2022-23,5402,,UGANDA,0.08
2022-23,5402,,UKRAINE,0.05
2022-23,5402,,URUGUAY,0.15
2022-23,5402,,UZBEKISTAN,2.03
2022-23,5402,,VENEZUELA,0.38
2022-23,5402,,VIETNAM SOC REP,4.99
2022-23,5402,,YEMEN REPUBLC,0.01
2022-23,5402,,ZAMBIA,0.26
2022-23,5402,,ZIMBABWE,0.08
2023-24,5402,,AFGHANISTAN,0.23
2023-24,5402,,ALGERIA,12.64
2023-24,5402,,ANGOLA,0.47
2023-24,5402,,ARGENTINA,15.08
2023-24,5402,,AUSTRALIA,23.73
2023-24,5402,,AUSTRIA,0.01
2023-24,5402,,BAHARAIN IS,0.01
2023-24,5402,,BANGLADESH PR,43.64
2023-24,5402,,BELGIUM,23.8
2023-24,5402,,BENIN,0.0
2023-24,5402,,BHUTAN,0.03
2023-24,5402,,BOSNIA-HRZGOVIN,0.0
2023-24,5402,,BOTSWANA,0.01
2023-24,5402,,BRAZIL,68.81
2023-24,5402,,BULGARIA,0.55
2023-24,5402,,CAMBODIA,0.11
2023-24,5402,,CANADA,9.86
2023-24,5402,,CHILE,0.78
2023-24,5402,,CHINA P RP,4.5
2023-24,5402,,COLOMBIA,3.78
2023-24,5402,,COMOROS,0.0
2023-24,5402,,CONGO D. REP.,0.0
2023-24,5402,,CONGO P REP,0.01
2023-24,5402,,COSTA RICA,0.09
2023-24,5402,,COTE D' IVOIRE,0.31
2023-24,5402,,CROATIA,1.0
2023-24,5402,,CUBA,0.08
2023-24,5402,,CYPRUS,0.0
2023-24,5402,,CZECH REPUBLIC,0.06
2023-24,5402,,DENMARK,1.73
2023-24,5402,,DJIBOUTI,1.93
2023-24,5402,,DOMINIC REP,0.14
2023-24,5402,,ECUADOR,0.78
2023-24,5402,,EGYPT A RP,32.82
2023-24,5402,,EL SALVADOR,0.04
2023-24,5402,,ESTONIA,0.65
2023-24,5402,,ETHIOPIA,0.63
2023-24,5402,,FRANCE,0.16
2023-24,5402,,GAMBIA,0.0
2023-24,5402,,GEORGIA,0.21
2023-24,5402,,GERMANY,7.16
2023-24,5402,,GHANA,0.07
2023-24,5402,,GREECE,0.92
2023-24,5402,,GUATEMALA,0.45
2023-24,5402,,GUINEA,0.04
2023-24,5402,,HONDURAS,0.08
2023-24,5402,,HONG KONG,0.07
2023-24,5402,,HUNGARY,0.05
2023-24,5402,,INDONESIA,8.61
2023-24,5402,,IRAN,0.87
2023-24,5402,,IRAQ,0.01
2023-24,5402,,IRELAND,0.34
2023-24,5402,,ISRAEL,0.88
2023-24,5402,,ITALY,5.05
2023-24,5402,,JAPAN,1.83
2023-24,5402,,JORDAN,9.24
2023-24,5402,,KENYA,5.8
2023-24,5402,,KOREA RP,20.02
2023-24,5402,,KUWAIT,0.03
2023-24,5402,,LATVIA,0.16
2023-24,5402,,LEBANON,0.03
2023-24,5402,,LIBERIA,0.0
2023-24,5402,,LIBYA,2.31
2023-24,5402,,LITHUANIA,0.05
2023-24,5402,,MADAGASCAR,0.16
2023-24,5402,,MALAWI,0.05
2023-24,5402,,MALAYSIA,0.72
2023-24,5402,,MALDIVES,0.0
2023-24,5402,,MAURITANIA,0.04
2023-24,5402,,MAURITIUS,0.77
2023-24,5402,,MEXICO,5.31
2023-24,5402,,MONACO,0.0
2023-24,5402,,MOROCCO,33.82
2023-24,5402,,MOZAMBIQUE,0.6
2023-24,5402,,MYANMAR,0.33
2023-24,5402,,NAMIBIA,0.0
2023-24,5402,,NEPAL,8.97
2023-24,5402,,NETHERLAND,16.19
2023-24,5402,,NEW ZEALAND,1.22
2023-24,5402,,NIGERIA,1.27
2023-24,5402,,OMAN,0.6
2023-24,5402,,PARAGUAY,0.37
2023-24,5402,,PERU,8.22
2023-24,5402,,PHILIPPINES,0.06
2023-24,5402,,POLAND,4.26
2023-24,5402,,PORTUGAL,5.79
2023-24,5402,,PUERTO RICO,0.02
2023-24,5402,,QATAR,0.1
2023-24,5402,,REUNION,0.0
2023-24,5402,,ROMANIA,9.53
2023-24,5402,,RUSSIA,12.38
2023-24,5402,,SAUDI ARAB,9.99
2023-24,5402,,SENEGAL,0.28
2023-24,5402,,SERBIA,0.11
2023-24,5402,,SIERRA LEONE,0.0
2023-24,5402,,SINGAPORE,0.11
2023-24,5402,,SLOVENIA,0.59
2023-24,5402,,SOUTH AFRICA,3.39
2023-24,5402,,SPAIN,18.53
2023-24,5402,,SRI LANKA DSR,13.37
2023-24,5402,,SUDAN,0.28
2023-24,5402,,SURINAME,0.0
2023-24,5402,,SWITZERLAND,0.0
2023-24,5402,,SYRIA,0.16
2023-24,5402,,TAIWAN,0.0
2023-24,5402,,TAJIKISTAN,0.08
2023-24,5402,,TANZANIA REP,0.71
2023-24,5402,,THAILAND,3.73
2023-24,5402,,TOGO,0.28
2023-24,5402,,TRINIDAD,0.0
2023-24,5402,,TUNISIA,5.13
2023-24,5402,,TURKEY,238.58
2023-24,5402,,U ARAB EMTS,26.1
2023-24,5402,,U K,2.92
2023-24,5402,,U S A,47.27
2023-24,5402,,UGANDA,0.08
2023-24,5402,,URUGUAY,0.05
2023-24,5402,,UZBEKISTAN,4.15
2023-24,5402,,VENEZUELA,0.14
2023-24,5402,,VIETNAM SOC REP,6.88
2023-24,5402,,YEMEN REPUBLC,0.02
2023-24,5402,,ZAMBIA,0.34
2023-24,5402,,ZIMBABWE,0.01
2024-25,5402,,AFGHANISTAN,0.11
2024-25,5402,,ALGERIA,14.53
2024-25,5402,,ANGOLA,0.3
2024-25,5402,,ARGENTINA,8.82
2024-25,5402,,AUSTRALIA,25.48
2024-25,5402,,AUSTRIA,0.0
2024-25,5402,,AZERBAIJAN,0.07
2024-25,5402,,BANGLADESH PR,50.83
2024-25,5402,,BELARUS,0.13
2024-25,5402,,BELGIUM,24.17
2024-25,5402,,BENIN,0.06
2024-25,5402,,BHUTAN,0.12
2024-25,5402,,BOSNIA-HRZGOVIN,0.03
2024-25,5402,,BOTSWANA,0.03
2024-25,5402,,BRAZIL,132.01
2024-25,5402,,BULGARIA,0.49
2024-25,5402,,CANADA,11.99
2024-25,5402,,CHILE,0.96
2024-25,5402,,CHINA P RP,14.42
2024-25,5402,,COLOMBIA,3.11
2024-25,5402,,CONGO D. REP.,0.09
2024-25,5402,,COSTA RICA,0.06
2024-25,5402,,COTE D' IVOIRE,0.4
2024-25,5402,,CROATIA,1.0
2024-25,5402,,CZECH REPUBLIC,0.03
2024-25,5402,,DENMARK,0.93
2024-25,5402,,DJIBOUTI,1.18
2024-25,5402,,DOMINIC REP,0.17
2024-25,5402,,ECUADOR,0.7
2024-25,5402,,EGYPT A RP,49.94
2024-25,5402,,EL SALVADOR,0.14
2024-25,5402,,ESTONIA,0.49
2024-25,5402,,ETHIOPIA,0.29
2024-25,5402,,FIJI IS,0.0
2024-25,5402,,FRANCE,0.25
2024-25,5402,,GAMBIA,0.0
2024-25,5402,,GEORGIA,0.08
2024-25,5402,,GERMANY,9.46
2024-25,5402,,GHANA,0.07
2024-25,5402,,GREECE,0.98
2024-25,5402,,GUATEMALA,0.46
2024-25,5402,,GUINEA,0.03
2024-25,5402,,HONDURAS,0.19
2024-25,5402,,HONG KONG,0.78
2024-25,5402,,HUNGARY,0.04
2024-25,5402,,INDONESIA,11.4
2024-25,5402,,IRAN,1.56
2024-25,5402,,IRAQ,0.11
2024-25,5402,,IRELAND,1.08
2024-25,5402,,ISRAEL,1.22
2024-25,5402,,ITALY,5.32
2024-25,5402,,JAPAN,1.7
2024-25,5402,,JORDAN,8.78
2024-25,5402,,KENYA,7.44
2024-25,5402,,KOREA RP,25.48
2024-25,5402,,KUWAIT,0.01
2024-25,5402,,LATVIA,0.0
2024-25,5402,,LIBYA,1.15
2024-25,5402,,LITHUANIA,0.1
2024-25,5402,,MADAGASCAR,0.24
2024-25,5402,,MALAWI,0.04
2024-25,5402,,MALAYSIA,9.05
2024-25,5402,,MALDIVES,0.0
2024-25,5402,,MAURITANIA,0.04
2024-25,5402,,MAURITIUS,0.82
2024-25,5402,,MEXICO,7.11
2024-25,5402,,MOROCCO,33.53
2024-25,5402,,MOZAMBIQUE,0.22
2024-25,5402,,MYANMAR,0.01
2024-25,5402,,NEPAL,12.2
2024-25,5402,,NETHERLAND,15.94
2024-25,5402,,NEW ZEALAND,1.56
2024-25,5402,,NIGER,0.0
2024-25,5402,,NIGERIA,1.44
2024-25,5402,,OMAN,0.79
2024-25,5402,,PARAGUAY,0.57
2024-25,5402,,PERU,9.4
2024-25,5402,,PHILIPPINES,0.02
2024-25,5402,,POLAND,5.65
2024-25,5402,,PORTUGAL,7.48
2024-25,5402,,QATAR,0.11
2024-25,5402,,ROMANIA,5.14
2024-25,5402,,RUSSIA,25.7
2024-25,5402,,SAUDI ARAB,5.86
2024-25,5402,,SENEGAL,0.17
2024-25,5402,,SERBIA,0.03
2024-25,5402,,SEYCHELLES,0.0
2024-25,5402,,SIERRA LEONE,0.0
2024-25,5402,,SINGAPORE,0.1
2024-25,5402,,SLOVENIA,0.53
2024-25,5402,,SOMALIA,0.02
2024-25,5402,,SOUTH AFRICA,5.03
2024-25,5402,,SPAIN,18.13
2024-25,5402,,SRI LANKA DSR,15.26
2024-25,5402,,SURINAME,0.0
2024-25,5402,,SWEDEN,0.0
2024-25,5402,,SWITZERLAND,0.0
2024-25,5402,,SYRIA,0.24
2024-25,5402,,TAIWAN,0.03
2024-25,5402,,TAJIKISTAN,0.17
2024-25,5402,,TANZANIA REP,0.93
2024-25,5402,,THAILAND,3.52
2024-25,5402,,TOGO,0.34
2024-25,5402,,TUNISIA,5.87
2024-25,5402,,TURKEY,159.01
2024-25,5402,,TURKMENISTAN,0.07
2024-25,5402,,U ARAB EMTS,11.17
2024-25,5402,,U K,2.82
2024-25,5402,,U S A,45.53
2024-25,5402,,UGANDA,0.07
2024-25,5402,,UKRAINE,0.08
2024-25,5402,,URUGUAY,0.1
2024-25,5402,,UZBEKISTAN,2.1
2024-25,5402,,VENEZUELA,0.25
2024-25,5402,,VIETNAM SOC REP,5.35
2024-25,5402,,YEMEN REPUBLC,0.0
2024-25,5402,,ZAMBIA,0.46
2025-26,5402,,AFGHANISTAN,0.11
2025-26,5402,,ALGERIA,12.82
2025-26,5402,,ANGOLA,0.61
2025-26,5402,,ARGENTINA,3.55
2025-26,5402,,AUSTRALIA,25.89
2025-26,5402,,AUSTRIA,0.11
2025-26,5402,,BAHARAIN IS,0.0
2025-26,5402,,BANGLADESH PR,36.48
2025-26,5402,,BELARUS,0.03
2025-26,5402,,BELGIUM,12.08
2025-26,5402,,BENIN,0.09
2025-26,5402,,BHUTAN,0.08
2025-26,5402,,BOLIVIA,0.04
2025-26,5402,,BOTSWANA,0.03
2025-26,5402,,BRAZIL,72.31
2025-26,5402,,BULGARIA,0.38
2025-26,5402,,CAMEROON,0.02
2025-26,5402,,CANADA,7.61
2025-26,5402,,CHILE,1.07
2025-26,5402,,CHINA P RP,2.7
2025-26,5402,,COLOMBIA,1.59
2025-26,5402,,CONGO D. REP.,0.04
2025-26,5402,,CONGO P REP,0.01
2025-26,5402,,COSTA RICA,0.01
2025-26,5402,,COTE D' IVOIRE,0.16
2025-26,5402,,CROATIA,0.96
2025-26,5402,,CUBA,0.09
2025-26,5402,,CZECH REPUBLIC,0.0
2025-26,5402,,DENMARK,1.22
2025-26,5402,,DJIBOUTI,2.32
2025-26,5402,,DOMINIC REP,0.11
2025-26,5402,,ECUADOR,0.45
2025-26,5402,,EGYPT A RP,52.5
2025-26,5402,,EL SALVADOR,0.09
2025-26,5402,,ESTONIA,0.08
2025-26,5402,,ETHIOPIA,0.22
2025-26,5402,,FIJI IS,0.0
2025-26,5402,,FRANCE,0.32
2025-26,5402,,GAMBIA,0.0
2025-26,5402,,GEORGIA,0.14
2025-26,5402,,GERMANY,11.9
2025-26,5402,,GHANA,0.07
2025-26,5402,,GREECE,0.88
2025-26,5402,,GUATEMALA,0.3
2025-26,5402,,GUINEA,0.1
2025-26,5402,,HONDURAS,0.82
2025-26,5402,,HUNGARY,0.01
2025-26,5402,,INDONESIA,8.7
2025-26,5402,,IRAN,0.45
2025-26,5402,,IRAQ,0.02
2025-26,5402,,IRELAND,0.27
2025-26,5402,,ISRAEL,0.64
2025-26,5402,,ITALY,3.22
2025-26,5402,,JAMAICA,0.0
2025-26,5402,,JAPAN,1.48
2025-26,5402,,JORDAN,7.91
2025-26,5402,,KENYA,9.09
2025-26,5402,,KOREA RP,15.27
2025-26,5402,,KUWAIT,0.02
2025-26,5402,,LATVIA,0.01
2025-26,5402,,LEBANON,0.03
2025-26,5402,,LIBYA,0.11
2025-26,5402,,LITHUANIA,0.51
2025-26,5402,,MADAGASCAR,0.12
2025-26,5402,,MALAWI,0.01
2025-26,5402,,MALAYSIA,15.92
2025-26,5402,,MALDIVES,0.0
2025-26,5402,,MALI,0.03
2025-26,5402,,MAURITANIA,0.09
2025-26,5402,,MAURITIUS,0.5
2025-26,5402,,MEXICO,6.0
2025-26,5402,,MOLDOVA,0.0
2025-26,5402,,MOROCCO,24.83
2025-26,5402,,MOZAMBIQUE,0.38
2025-26,5402,,MYANMAR,0.35
2025-26,5402,,NAMIBIA,0.0
2025-26,5402,,NEPAL,12.24
2025-26,5402,,NETHERLAND,17.57
2025-26,5402,,NEW ZEALAND,2.02
2025-26,5402,,NICARAGUA,0.02
2025-26,5402,,NIGERIA,1.38
2025-26,5402,,NORWAY,0.01
2025-26,5402,,OMAN,1.41
2025-26,5402,,PANAMA REPUBLIC,0.06
2025-26,5402,,PARAGUAY,0.57
2025-26,5402,,PERU,8.39
2025-26,5402,,PHILIPPINES,0.03
2025-26,5402,,POLAND,3.22
2025-26,5402,,PORTUGAL,5.18
2025-26,5402,,QATAR,0.13
2025-26,5402,,REUNION,0.0
2025-26,5402,,ROMANIA,6.24
2025-26,5402,,RUSSIA,8.03
2025-26,5402,,SAUDI ARAB,3.57
2025-26,5402,,SENEGAL,0.24
2025-26,5402,,SERBIA,0.01
2025-26,5402,,SINGAPORE,2.03
2025-26,5402,,SLOVENIA,0.46
2025-26,5402,,SOMALIA,0.0
2025-26,5402,,SOUTH AFRICA,3.44
2025-26,5402,,SPAIN,17.23
2025-26,5402,,SRI LANKA DSR,12.67
2025-26,5402,,ST VINCENT,0.01
2025-26,5402,,SUDAN,0.0
2025-26,5402,,SURINAME,0.0
2025-26,5402,,SWITZERLAND,0.0
2025-26,5402,,SYRIA,0.2
2025-26,5402,,TAIWAN,0.04
2025-26,5402,,TAJIKISTAN,0.1
2025-26,5402,,TANZANIA REP,0.95
2025-26,5402,,THAILAND,2.9
2025-26,5402,,TOGO,0.26
2025-26,5402,,TUNISIA,5.22
2025-26,5402,,TURKEY,115.07
2025-26,5402,,TURKMENISTAN,0.15
2025-26,5402,,U ARAB EMTS,8.36
2025-26,5402,,U K,2.96
2025-26,5402,,U S A,38.74
2025-26,5402,,UGANDA,0.09
2025-26,5402,,UKRAINE,0.1
2025-26,5402,,URUGUAY,0.15
2025-26,5402,,UZBEKISTAN,1.57
2025-26,5402,,VENEZUELA,0.11
2025-26,5402,,VIETNAM SOC REP,3.67
2025-26,5402,,YEMEN REPUBLC,0.03
2025-26,5402,,ZAMBIA,0.3
2017-18,5509,,AFGHANISTAN,0.0
2017-18,5509,,ALGERIA,1.97
2017-18,5509,,ARGENTINA,16.81
2017-18,5509,,AUSTRALIA,0.78
2017-18,5509,,AUSTRIA,0.01
2017-18,5509,,BAHARAIN IS,0.0
2017-18,5509,,BANGLADESH PR,13.6
2017-18,5509,,BELARUS,0.03
2017-18,5509,,BELGIUM,8.93
2017-18,5509,,BENIN,0.01
2017-18,5509,,BHUTAN,0.26
2017-18,5509,,BOLIVIA,0.87
2017-18,5509,,BOTSWANA,0.09
2017-18,5509,,BRAZIL,55.98
2017-18,5509,,BULGARIA,0.2
2017-18,5509,,BURKINA FASO,0.03
2017-18,5509,,CAMEROON,0.02
2017-18,5509,,CANADA,2.22
2017-18,5509,,CHILE,7.71
2017-18,5509,,CHINA P RP,1.98
2017-18,5509,,COLOMBIA,14.36
2017-18,5509,,COSTA RICA,0.01
2017-18,5509,,COTE D' IVOIRE,0.19
2017-18,5509,,CROATIA,0.02
2017-18,5509,,CYPRUS,0.0
2017-18,5509,,CZECH REPUBLIC,0.34
2017-18,5509,,DENMARK,0.11
2017-18,5509,,DJIBOUTI,0.36
2017-18,5509,,DOMINIC REP,3.46
2017-18,5509,,ECUADOR,2.72
2017-18,5509,,EGYPT A RP,32.81
2017-18,5509,,EL SALVADOR,1.04
2017-18,5509,,ERITREA,0.0
2017-18,5509,,ETHIOPIA,4.51
2017-18,5509,,FIJI IS,0.01
2017-18,5509,,FINLAND,0.9
2017-18,5509,,FRANCE,0.21
2017-18,5509,,GERMANY,9.19
2017-18,5509,,GREECE,0.36
2017-18,5509,,GUATEMALA,2.03
2017-18,5509,,HONDURAS,0.45
2017-18,5509,,HONG KONG,0.06
2017-18,5509,,HUNGARY,0.77
2017-18,5509,,INDONESIA,0.92
2017-18,5509,,IRAN,9.84
2017-18,5509,,IRAQ,0.58
2017-18,5509,,IRELAND,0.11
2017-18,5509,,ISRAEL,1.12
2017-18,5509,,ITALY,9.61
2017-18,5509,,JAPAN,8.68
2017-18,5509,,JORDAN,2.14
2017-18,5509,,KENYA,12.58
2017-18,5509,,KOREA DP RP,0.12
2017-18,5509,,KOREA RP,6.9
2017-18,5509,,KUWAIT,0.07
2017-18,5509,,LATVIA,3.25
2017-18,5509,,LEBANON,0.67
2017-18,5509,,LITHUANIA,0.0
2017-18,5509,,MADAGASCAR,1.64
2017-18,5509,,MALAWI,0.73
2017-18,5509,,MALAYSIA,0.11
2017-18,5509,,MALDIVES,0.0
2017-18,5509,,MAURITIUS,2.89
2017-18,5509,,MEXICO,8.52
2017-18,5509,,MONTENEGRO,0.17
2017-18,5509,,MOROCCO,19.86
2017-18,5509,,MOZAMBIQUE,0.1
2017-18,5509,,MYANMAR,3.57
2017-18,5509,,NEPAL,3.1
2017-18,5509,,NETHERLAND,0.58
2017-18,5509,,NEW ZEALAND,0.01
2017-18,5509,,NIGERIA,1.04
2017-18,5509,,OMAN,0.02
2017-18,5509,,PAKISTAN IR,19.43
2017-18,5509,,PANAMA REPUBLIC,0.0
2017-18,5509,,PARAGUAY,0.09
2017-18,5509,,PERU,11.41
2017-18,5509,,PHILIPPINES,4.39
2017-18,5509,,POLAND,2.25
2017-18,5509,,PORTUGAL,14.21
2017-18,5509,,QATAR,0.02
2017-18,5509,,REUNION,0.0
2017-18,5509,,ROMANIA,0.88
2017-18,5509,,RUSSIA,3.95
2017-18,5509,,RWANDA,0.11
2017-18,5509,,SAUDI ARAB,2.59
2017-18,5509,,SERBIA,0.03
2017-18,5509,,SINGAPORE,0.31
2017-18,5509,,SLOVAK REP,0.04
2017-18,5509,,SLOVENIA,0.03
2017-18,5509,,SOUTH AFRICA,15.03
2017-18,5509,,SPAIN,7.98
2017-18,5509,,SRI LANKA DSR,4.75
2017-18,5509,,SUDAN,0.4
2017-18,5509,,SURINAME,0.0
2017-18,5509,,SWEDEN,0.02
2017-18,5509,,SWITZERLAND,0.0
2017-18,5509,,SYRIA,2.5
2017-18,5509,,TAIWAN,0.86
2017-18,5509,,TANZANIA REP,0.91
2017-18,5509,,THAILAND,0.33
2017-18,5509,,TOGO,0.37
2017-18,5509,,TUNISIA,4.47
2017-18,5509,,TURKEY,159.89
2017-18,5509,,U ARAB EMTS,0.65
2017-18,5509,,U K,4.24
2017-18,5509,,U S A,21.83
2017-18,5509,,UGANDA,2.31
2017-18,5509,,UKRAINE,2.21
2017-18,5509,,URUGUAY,0.07
2017-18,5509,,VENEZUELA,3.16
2017-18,5509,,VIETNAM SOC REP,1.89
2017-18,5509,,YEMEN REPUBLC,1.16
2017-18,5509,,ZAMBIA,0.1
2017-18,5509,,ZIMBABWE,0.41
2018-19,5509,,AFGHANISTAN,0.0
2018-19,5509,,ALGERIA,1.99
2018-19,5509,,ANGOLA,0.0
2018-19,5509,,ARGENTINA,4.57
2018-19,5509,,AUSTRALIA,0.56
2018-19,5509,,AUSTRIA,0.09
2018-19,5509,,BANGLADESH PR,22.38
2018-19,5509,,BARBADOS,0.0
2018-19,5509,,BELARUS,0.03
2018-19,5509,,BELGIUM,8.11
2018-19,5509,,BHUTAN,0.45
2018-19,5509,,BOLIVIA,0.99
2018-19,5509,,BOTSWANA,0.07
2018-19,5509,,BRAZIL,35.81
2018-19,5509,,BULGARIA,0.08
2018-19,5509,,BURKINA FASO,0.28
2018-19,5509,,BURUNDI,0.0
2018-19,5509,,CAMBODIA,0.02
2018-19,5509,,CAMEROON,0.08
2018-19,5509,,CANADA,2.5
2018-19,5509,,CHILE,9.32
2018-19,5509,,CHINA P RP,2.93
2018-19,5509,,COLOMBIA,23.58
2018-19,5509,,COMOROS,0.0
2018-19,5509,,CONGO D. REP.,0.0
2018-19,5509,,COSTA RICA,0.02
2018-19,5509,,COTE D' IVOIRE,0.76
2018-19,5509,,CZECH REPUBLIC,0.11
2018-19,5509,,DENMARK,0.22
2018-19,5509,,DJIBOUTI,0.3
2018-19,5509,,DOMINIC REP,4.43
2018-19,5509,,ECUADOR,3.44
2018-19,5509,,EGYPT A RP,40.98
2018-19,5509,,EL SALVADOR,1.1
2018-19,5509,,ERITREA,0.0
2018-19,5509,,ETHIOPIA,7.01
2018-19,5509,,FIJI IS,0.0
2018-19,5509,,FINLAND,0.09
2018-19,5509,,FRANCE,0.1
2018-19,5509,,GERMANY,9.86
2018-19,5509,,GHANA,0.02
2018-19,5509,,GREECE,0.28
2018-19,5509,,GUATEMALA,3.96
2018-19,5509,,HONDURAS,0.37
2018-19,5509,,HONG KONG,0.01
2018-19,5509,,HUNGARY,0.77
2018-19,5509,,INDONESIA,1.49
2018-19,5509,,IRAN,5.07
2018-19,5509,,IRAQ,0.04
2018-19,5509,,ISRAEL,1.33
2018-19,5509,,ITALY,10.08
2018-19,5509,,JAPAN,7.57
2018-19,5509,,JORDAN,1.94
2018-19,5509,,KENYA,14.18
2018-19,5509,,KOREA DP RP,0.0
2018-19,5509,,KOREA RP,11.26
2018-19,5509,,KUWAIT,0.06
2018-19,5509,,LATVIA,0.14
2018-19,5509,,LEBANON,0.85
2018-19,5509,,LITHUANIA,0.01
2018-19,5509,,MADAGASCAR,1.49
2018-19,5509,,MALAWI,0.89
2018-19,5509,,MALAYSIA,0.2
2018-19,5509,,MALDIVES,0.0
2018-19,5509,,MAURITIUS,2.18
2018-19,5509,,MEXICO,9.59
2018-19,5509,,MONTENEGRO,0.16
2018-19,5509,,MOROCCO,24.76
2018-19,5509,,MOZAMBIQUE,0.12
2018-19,5509,,MYANMAR,5.94
2018-19,5509,,NEPAL,4.73
2018-19,5509,,NETHERLAND,0.47
2018-19,5509,,NEW ZEALAND,0.01
2018-19,5509,,NIGERIA,1.09
2018-19,5509,,NORWAY,0.0
2018-19,5509,,OMAN,0.11
2018-19,5509,,PAKISTAN IR,22.82
2018-19,5509,,PERU,16.52
2018-19,5509,,PHILIPPINES,7.66
2018-19,5509,,POLAND,3.35
2018-19,5509,,PORTUGAL,21.32
2018-19,5509,,QATAR,0.02
2018-19,5509,,ROMANIA,0.91
2018-19,5509,,RUSSIA,6.16
2018-19,5509,,RWANDA,0.79
2018-19,5509,,SAUDI ARAB,2.16
2018-19,5509,,SERBIA,0.01
2018-19,5509,,SINGAPORE,0.22
2018-19,5509,,SLOVAK REP,0.02
2018-19,5509,,SLOVENIA,0.05
2018-19,5509,,SOUTH AFRICA,14.91
2018-19,5509,,SPAIN,8.6
2018-19,5509,,SRI LANKA DSR,4.04
2018-19,5509,,STATE OF PALEST,0.03
2018-19,5509,,SUDAN,0.8
2018-19,5509,,SYRIA,2.41
2018-19,5509,,TAIWAN,0.53
2018-19,5509,,TANZANIA REP,0.38
2018-19,5509,,THAILAND,1.04
2018-19,5509,,TOGO,0.28
2018-19,5509,,TRINIDAD,0.01
2018-19,5509,,TUNISIA,5.12
2018-19,5509,,TURKEY,132.53
2018-19,5509,,U ARAB EMTS,0.84
2018-19,5509,,U K,4.76
2018-19,5509,,U S A,23.57
2018-19,5509,,UGANDA,3.01
2018-19,5509,,UKRAINE,1.07
2018-19,5509,,URUGUAY,0.11
2018-19,5509,,VENEZUELA,0.16
2018-19,5509,,VIETNAM SOC REP,0.75
2018-19,5509,,YEMEN REPUBLC,1.52
2018-19,5509,,ZAMBIA,0.08
2018-19,5509,,ZIMBABWE,0.18
2019-20,5509,,AFGHANISTAN,0.0
2019-20,5509,,ALGERIA,2.78
2019-20,5509,,ANGOLA,0.0
2019-20,5509,,ARGENTINA,10.78
2019-20,5509,,AUSTRALIA,0.55
2019-20,5509,,BANGLADESH PR,12.49
2019-20,5509,,BELARUS,0.03
2019-20,5509,,BELGIUM,7.33
2019-20,5509,,BHUTAN,0.44
2019-20,5509,,BOLIVIA,0.21
2019-20,5509,,BOSNIA-HRZGOVIN,0.0
2019-20,5509,,BOTSWANA,0.02
2019-20,5509,,BRAZIL,28.44
2019-20,5509,,BULGARIA,0.96
2019-20,5509,,BURKINA FASO,0.17
2019-20,5509,,CAMEROON,0.11
2019-20,5509,,CANADA,2.74
2019-20,5509,,CHILE,6.59
2019-20,5509,,CHINA P RP,2.66
2019-20,5509,,COLOMBIA,15.25
2019-20,5509,,COSTA RICA,0.05
2019-20,5509,,COTE D' IVOIRE,0.28
2019-20,5509,,CROATIA,0.0
2019-20,5509,,CZECH REPUBLIC,0.08
2019-20,5509,,DENMARK,0.07
2019-20,5509,,DJIBOUTI,0.13
2019-20,5509,,DOMINIC REP,2.86
2019-20,5509,,DOMINICA,0.13
2019-20,5509,,ECUADOR,2.36
2019-20,5509,,EGYPT A RP,36.93
2019-20,5509,,EL SALVADOR,0.36
2019-20,5509,,EQUTL GUINEA,0.04
2019-20,5509,,ESTONIA,0.09
2019-20,5509,,ETHIOPIA,3.79
2019-20,5509,,FIJI IS,0.01
2019-20,5509,,FRANCE,0.12
2019-20,5509,,GAMBIA,0.0
2019-20,5509,,GERMANY,7.62
2019-20,5509,,GHANA,0.03
2019-20,5509,,GREECE,0.32
2019-20,5509,,GUATEMALA,2.24
2019-20,5509,,GUINEA,0.0
2019-20,5509,,HONDURAS,0.35
2019-20,5509,,HUNGARY,0.72
2019-20,5509,,INDONESIA,1.28
2019-20,5509,,IRAN,13.78
2019-20,5509,,IRAQ,0.04
2019-20,5509,,IRELAND,0.06
2019-20,5509,,ISRAEL,1.22
2019-20,5509,,ITALY,8.06
2019-20,5509,,JAPAN,5.69
2019-20,5509,,JORDAN,3.2
2019-20,5509,,KAZAKHSTAN,0.05
2019-20,5509,,KENYA,14.17
2019-20,5509,,KOREA DP RP,0.01
2019-20,5509,,KOREA RP,9.13
2019-20,5509,,KUWAIT,0.06
2019-20,5509,,LATVIA,0.11
2019-20,5509,,LEBANON,0.44
2019-20,5509,,LITHUANIA,0.01
